Country Name,Country Code,year,gdp,Region,IncomeGroup
Tonga,TON,2010-01-01,366887376.561955,East Asia & Pacific,Upper middle income
South Asia (IDA & IBRD),TSA,2010-01-01,2082393224243.39,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,2010-01-01,1449562327175.87,,
Trinidad and Tobago,TTO,2010-01-01,22157920592.3669,Latin America & Caribbean,High income
Tunisia,TUN,2010-01-01,46206091937.9628,Middle East & North Africa,Lower middle income
Turkiye,TUR,2010-01-01,776967266305.53,Europe & Central Asia,Upper middle income
Tuvalu,TUV,2010-01-01,32105408.4771121,East Asia & Pacific,Upper middle income
Tanzania,TZA,2010-01-01,32012892919.37,Sub-Saharan Africa,Lower middle income
Uganda,UGA,2010-01-01,26673441430.7857,Sub-Saharan Africa,Low income
Ukraine,UKR,2010-01-01,141209170427.233,Europe & Central Asia,Upper middle income
Upper middle income,UMC,2010-01-01,14632242576517.1,,
Uruguay,URY,2010-01-01,41950361211.9581,Latin America & Caribbean,High income
United States,USA,2010-01-01,15048971000000.0,North America,High income
Uzbekistan,UZB,2010-01-01,49765676402.4495,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,2010-01-01,720447888.888889,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,2010-01-01,393192354510.653,Latin America & Caribbean,
British Virgin Islands,VGB,2010-01-01,,Latin America & Caribbean,High income
Virgin Islands (U.S.),VIR,2010-01-01,4324000000.0,Latin America & Caribbean,High income
Viet Nam,VNM,2010-01-01,147201173196.979,East Asia & Pacific,Lower middle income
Vanuatu,VUT,2010-01-01,670712979.682038,East Asia & Pacific,Lower middle income
World,WLD,2010-01-01,66609708734786.2,,
Samoa,WSM,2010-01-01,680260907.153983,East Asia & Pacific,Lower middle income
Kosovo,XKX,2010-01-01,5343950556.07185,Europe & Central Asia,Upper middle income
"Yemen, Rep.",YEM,2010-01-01,30906749533.221,Middle East & North Africa,Low income
South Africa,ZAF,2010-01-01,417363822801.713,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,2010-01-01,20265559483.8548,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,2010-01-01,12041655200.0,Sub-Saharan Africa,Lower middle income
Aruba,ABW,2011-01-01,2637859217.87709,Latin America & Caribbean,High income
Africa Eastern and Southern,AFE,2011-01-01,945439148517.755,,
Afghanistan,AFG,2011-01-01,17805098206.3141,South Asia,Low income
Africa Western and Central,AFW,2011-01-01,683888129140.775,,
Angola,AGO,2011-01-01,111789747670.59,Sub-Saharan Africa,Lower middle income
Albania,ALB,2011-01-01,12890760315.146,Europe & Central Asia,Upper middle income
Andorra,AND,2011-01-01,3629133574.27783,Europe & Central Asia,High income
Arab World,ARB,2011-01-01,2560993268042.28,,
United Arab Emirates,ARE,2011-01-01,360832739558.385,Middle East & North Africa,High income
Argentina,ARG,2011-01-01,530158122010.442,Latin America & Caribbean,Upper middle income
Armenia,ARM,2011-01-01,10142111824.5835,Europe & Central Asia,Upper middle income
American Samoa,ASM,2011-01-01,570000000.0,East Asia & Pacific,High income
Antigua and Barbuda,ATG,2011-01-01,1281337037.03704,Latin America & Caribbean,High income
Australia,AUS,2011-01-01,1398610616772.97,East Asia & Pacific,High income
Austria,AUT,2011-01-01,428954737064.057,Europe & Central Asia,High income
Azerbaijan,AZE,2011-01-01,65952796427.9473,Europe & Central Asia,Upper middle income
Burundi,BDI,2011-01-01,2235820809.32006,Sub-Saharan Africa,Low income
Belgium,BEL,2011-01-01,527196649048.639,Europe & Central Asia,High income
Benin,BEN,2011-01-01,10693321370.036,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,2011-01-01,12080295977.5632,Sub-Saharan Africa,Low income
Bangladesh,BGD,2011-01-01,128607482310.357,South Asia,Lower middle income
Bulgaria,BGR,2011-01-01,57737040780.0157,Europe & Central Asia,High income
Bahrain,BHR,2011-01-01,29914680851.0638,Middle East & North Africa,High income
"Bahamas, The",BHS,2011-01-01,10070450000.0,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,2011-01-01,18644233537.1093,Europe & Central Asia,Upper middle income
Belarus,BLR,2011-01-01,61762382327.9319,Europe & Central Asia,Upper middle income
Belize,BLZ,2011-01-01,1827050000.0,Latin America & Caribbean,Upper middle income
Bermuda,BMU,2011-01-01,6312691000.0,North America,High income
Bolivia,BOL,2011-01-01,23963164696.592,Latin America & Caribbean,Lower middle income
Brazil,BRA,2011-01-01,2616156223977.47,Latin America & Caribbean,Upper middle income
Barbados,BRB,2011-01-01,5342183800.0,Latin America & Caribbean,High income
Brunei Darussalam,BRN,2011-01-01,18524791070.6802,East Asia & Pacific,High income
Bhutan,BTN,2011-01-01,1977728659.25621,South Asia,Lower middle income
Botswana,BWA,2011-01-01,15110643612.1729,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,2011-01-01,2437982705.12093,Sub-Saharan Africa,Low income
Canada,CAN,2011-01-01,1793326630174.52,North America,High income
Central Europe and the Baltics,CEB,2011-01-01,1458455207230.34,,
Switzerland,CHE,2011-01-01,715888126682.396,Europe & Central Asia,High income
Channel Islands,CHI,2011-01-01,9649313947.21684,Europe & Central Asia,High income
Chile,CHL,2011-01-01,251382573885.594,Latin America & Caribbean,High income
China,CHN,2011-01-01,7551545703440.75,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,2011-01-01,36693710801.3976,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2011-01-01,30630910495.217,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,2011-01-01,25839749199.3671,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,2011-01-01,15655383576.6515,Sub-Saharan Africa,Lower middle income
Colombia,COL,2011-01-01,334966134804.887,Latin America & Caribbean,Upper middle income
Comoros,COM,2011-01-01,1023086273.53336,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,2011-01-01,2046817987.20109,Sub-Saharan Africa,Lower middle income
Costa Rica,CRI,2011-01-01,42762613698.9636,Latin America & Caribbean,Upper middle income
Caribbean small states,CSS,2011-01-01,31032622591.1606,,
Cuba,CUB,2011-01-01,68990000000.0,Latin America & Caribbean,Upper middle income
Curacao,CUW,2011-01-01,2930092234.63687,Latin America & Caribbean,High income
Cayman Islands,CYM,2011-01-01,4186073104.29242,Latin America & Caribbean,High income
Cyprus,CYP,2011-01-01,27641547909.7011,Europe & Central Asia,High income
Czechia,CZE,2011-01-01,231429378717.312,Europe & Central Asia,High income
Germany,DEU,2011-01-01,3824828563521.41,Europe & Central Asia,High income
Djibouti,DJI,2011-01-01,1239144501.77525,Middle East & North Africa,Lower middle income
Dominica,DMA,2011-01-01,501025925.925926,Latin America & Caribbean,Upper middle income
Denmark,DNK,2011-01-01,344315595263.175,Europe & Central Asia,High income
Dominican Republic,DOM,2011-01-01,58029773599.455,Latin America & Caribbean,Upper middle income
Algeria,DZA,2011-01-01,218331946925.304,Middle East & North Africa,Upper middle income
East Asia & Pacific (excluding high income),EAP,2011-01-01,9653901165350.29,,
Early-demographic dividend,EAR,2011-01-01,9822753831818.62,,
East Asia & Pacific,EAS,2011-01-01,19800048149685.3,,
Europe & Central Asia (excluding high income),ECA,2011-01-01,1568792048512.52,,
Europe & Central Asia,ECS,2011-01-01,23416508402799.4,,
Ecuador,ECU,2011-01-01,78986648000.0,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,2011-01-01,235989672977.625,Middle East & North Africa,Lower middle income
Euro area,EMU,2011-01-01,13810192245254.4,,
Eritrea,ERI,2011-01-01,2065001626.01626,Sub-Saharan Africa,Low income
Spain,ESP,2011-01-01,1487568659241.25,Europe & Central Asia,High income
Estonia,EST,2011-01-01,23303915794.7569,Europe & Central Asia,High income
Ethiopia,ETH,2011-01-01,31952763089.33,Sub-Saharan Africa,Low income
European Union,EUU,2011-01-01,15876630398615.8,,
Fragile and conflict affected situations,FCS,2011-01-01,1664322263474.61,,
Finland,FIN,2011-01-01,275126915515.565,Europe & Central Asia,High income
Fiji,FJI,2011-01-01,3779411899.37483,East Asia & Pacific,Upper middle income
France,FRA,2011-01-01,2870408553990.28,Europe & Central Asia,High income
Faroe Islands,FRO,2011-01-01,2505740669.27039,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,2011-01-01,311301600.0,East Asia & Pacific,Lower middle income
Gabon,GAB,2011-01-01,18210307743.5816,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,2011-01-01,2663805834828.07,Europe & Central Asia,High income
Georgia,GEO,2011-01-01,15475290469.2869,Europe & Central Asia,Upper middle income
Ghana,GHA,2011-01-01,39336668080.559,Sub-Saharan Africa,Lower middle income
Gibraltar,GIB,2011-01-01,,Europe & Central Asia,High income
Guinea,GIN,2011-01-01,6785137203.33153,Sub-Saharan Africa,Lower middle income
"Gambia, The",GMB,2011-01-01,1409693596.93594,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,2011-01-01,1157074319.19388,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,2011-01-01,21357343668.9447,Sub-Saharan Africa,Upper middle income
Greece,GRC,2011-01-01,283228079776.041,Europe & Central Asia,High income
Grenada,GRD,2011-01-01,778655555.555555,Latin America & Caribbean,Upper middle income
Greenland,GRL,2011-01-01,2684461375.46585,Europe & Central Asia,High income
Guatemala,GTM,2011-01-01,46876006272.2387,Latin America & Caribbean,Upper middle income
Guam,GUM,2011-01-01,4984000000.0,East Asia & Pacific,High income
Guyana,GUY,2011-01-01,3691384317.52178,Latin America & Caribbean,High income
High income,HIC,2011-01-01,51637656551411.5,,
"Hong Kong SAR, China",HKG,2011-01-01,248513617677.287,East Asia & Pacific,High income
Honduras,HND,2011-01-01,17710275685.4074,Latin America & Caribbean,Lower middle income
Heavily indebted poor countries (HIPC),HPC,2011-01-01,565719952141.474,,
Croatia,HRV,2011-01-01,62903737379.7834,Europe & Central Asia,High income
Haiti,HTI,2011-01-01,13008746038.8867,Latin America & Caribbean,Lower middle income
Hungary,HUN,2011-01-01,141942264554.475,Europe & Central Asia,High income
IBRD only,IBD,2011-01-01,23813102601159.9,,
IDA & IBRD total,IBT,2011-01-01,25609760647500.5,,
IDA total,IDA,2011-01-01,1796658046340.63,,
IDA blend,IDB,2011-01-01,851975410787.135,,
Indonesia,IDN,2011-01-01,892969104529.572,East Asia & Pacific,Upper middle income
IDA only,IDX,2011-01-01,944682635553.494,,
Isle of Man,IMN,2011-01-01,6565667052.79737,Europe & Central Asia,High income
India,IND,2011-01-01,1823051829894.55,South Asia,Lower middle income
Not classified,INX,2011-01-01,,,
Ireland,IRL,2011-01-01,241337364609.738,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2011-01-01,629082257472.368,Middle East & North Africa,Upper middle income
Iraq,IRQ,2011-01-01,185749664444.444,Middle East & North Africa,Upper middle income
Iceland,ISL,2011-01-01,15221622925.9319,Europe & Central Asia,High income
Israel,ISR,2011-01-01,267406179630.431,Middle East & North Africa,High income
Italy,ITA,2011-01-01,2306974020278.21,Europe & Central Asia,High income
Jamaica,JAM,2011-01-01,14444661522.1463,Latin America & Caribbean,Upper middle income
Jordan,JOR,2011-01-01,29524149154.9296,Middle East & North Africa,Lower middle income
Japan,JPN,2011-01-01,6233147172341.35,East Asia & Pacific,High income
Kazakhstan,KAZ,2011-01-01,192626464617.071,Europe & Central Asia,Upper middle income
Kenya,KEN,2011-01-01,46869473150.61,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,2011-01-01,6197765984.28468,Europe & Central Asia,Lower middle income
Cambodia,KHM,2011-01-01,16032622023.8265,East Asia & Pacific,Lower middle income
Kiribati,KIR,2011-01-01,195970104.356667,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2011-01-01,836092592.592593,Latin America & Caribbean,High income
"Korea, Rep.",KOR,2011-01-01,1253289537500.81,East Asia & Pacific,High income
Kuwait,KWT,2011-01-01,154039231299.128,Middle East & North Africa,High income
Latin America & Caribbean (excluding high income),LAC,2011-01-01,5320453324524.34,,
Lao PDR,LAO,2011-01-01,8750104617.17303,East Asia & Pacific,Lower middle income
Lebanon,LBN,2011-01-01,39927125961.5257,Middle East & North Africa,Lower middle income
Liberia,LBR,2011-01-01,2398000000.0,Sub-Saharan Africa,Low income
Libya,LBY,2011-01-01,48169263294.1007,Middle East & North Africa,Upper middle income
St. Lucia,LCA,2011-01-01,1568370370.37037,Latin America & Caribbean,Upper middle income
Latin America & Caribbean,LCN,2011-01-01,6138988197082.15,,
Least developed countries: UN classification,LDC,2011-01-01,788563180780.428,,
Low income,LIC,2011-01-01,406242650339.232,,
Liechtenstein,LIE,2011-01-01,5739706004.89616,Europe & Central Asia,High income
Sri Lanka,LKA,2011-01-01,67753284043.9282,South Asia,Lower middle income
Lower middle income,LMC,2011-01-01,4221076552618.26,,
Low & middle income,LMY,2011-01-01,22125397276011.1,,
Lesotho,LSO,2011-01-01,2579409619.96722,Sub-Saharan Africa,Lower middle income
Late-demographic dividend,LTE,2011-01-01,16536989301806.9,,
Lithuania,LTU,2011-01-01,43186501862.7907,Europe & Central Asia,High income
Luxembourg,LUX,2011-01-01,61696281326.2453,Europe & Central Asia,High income
Latvia,LVA,2011-01-01,26575547900.8247,Europe & Central Asia,High income
"Macao SAR, China",MAC,2011-01-01,36845888757.1886,East Asia & Pacific,High income
St. Martin (French part),MAF,2011-01-01,775875748.523832,Latin America & Caribbean,High income
Morocco,MAR,2011-01-01,110080631332.375,Middle East & North Africa,Lower middle income
Monaco,MCO,2011-01-01,6088689808.38347,Europe & Central Asia,High income
Moldova,MDA,2011-01-01,8414352020.49442,Europe & Central Asia,Upper middle income
Madagascar,MDG,2011-01-01,11551819617.874,Sub-Saharan Africa,Low income
Maldives,MDV,2011-01-01,2774350240.04918,South Asia,Upper middle income
Middle East & North Africa,MEA,2011-01-01,3401558785521.88,,
Mexico,MEX,2011-01-01,1229013703416.76,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,2011-01-01,172300000.0,East Asia & Pacific,Upper middle income
Middle income,MIC,2011-01-01,21722093567336.2,,
North Macedonia,MKD,2011-01-01,10494626767.6445,Europe & Central Asia,Upper middle income
Mali,MLI,2011-01-01,12995112690.2596,Sub-Saharan Africa,Low income
Malta,MLT,2011-01-01,9789361703.69731,Middle East & North Africa,High income
Myanmar,MMR,2011-01-01,59977326085.9908,East Asia & Pacific,Lower middle income
Middle East & North Africa (excluding high income),MNA,2011-01-01,1657669127927.36,,
Montenegro,MNE,2011-01-01,4544428421.49513,Europe & Central Asia,Upper middle income
Mongolia,MNG,2011-01-01,10409797377.8571,East Asia & Pacific,Upper middle income
Northern Mariana Islands,MNP,2011-01-01,729000000.0,East Asia & Pacific,High income
Mozambique,MOZ,2011-01-01,14619279988.716,Sub-Saharan Africa,Low income
Mauritania,MRT,2011-01-01,6764627745.9033,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,2011-01-01,11518413429.9684,Sub-Saharan Africa,Upper middle income
Malawi,MWI,2011-01-01,11648142958.3651,Sub-Saharan Africa,Low income
Malaysia,MYS,2011-01-01,297951668674.835,East Asia & Pacific,Upper middle income
North America,NAC,2011-01-01,17399371321174.5,,
Namibia,NAM,2011-01-01,12523359440.5499,Sub-Saharan Africa,Upper middle income
New Caledonia,NCL,2011-01-01,10351448004.7674,East Asia & Pacific,High income
Niger,NER,2011-01-01,8772950777.79176,Sub-Saharan Africa,Low income
Nigeria,NGA,2011-01-01,414466676831.16,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,2011-01-01,9774320144.00049,Latin America & Caribbean,Lower middle income
Netherlands,NLD,2011-01-01,913140741332.687,Europe & Central Asia,High income
Norway,NOR,2011-01-01,501360549669.404,Europe & Central Asia,High income
Nepal,NPL,2011-01-01,21573872420.7008,South Asia,Lower middle income
Nauru,NRU,2011-01-01,65444173.7762725,East Asia & Pacific,High income
New Zealand,NZL,2011-01-01,168295307149.46,East Asia & Pacific,High income
OECD members,OED,2011-01-01,48832928626124.3,,
Oman,OMN,2011-01-01,77497529258.7776,Middle East & North Africa,High income
Other small states,OSS,2011-01-01,158481994196.489,,
Pakistan,PAK,2011-01-01,230586581059.665,South Asia,Lower middle income
Panama,PAN,2011-01-01,35687738300.0,Latin America & Caribbean,High income
Peru,PER,2011-01-01,171761737046.585,Latin America & Caribbean,Upper middle income
Philippines,PHL,2011-01-01,234216730295.938,East Asia & Pacific,Lower middle income
Palau,PLW,2011-01-01,198873900.0,East Asia & Pacific,High income
Papua New Guinea,PNG,2011-01-01,17985138065.8549,East Asia & Pacific,Lower middle income
Poland,POL,2011-01-01,527848543023.469,Europe & Central Asia,High income
Pre-demographic dividend,PRE,2011-01-01,1215354010728.33,,
Puerto Rico,PRI,2011-01-01,100351700000.0,Latin America & Caribbean,High income
"Korea, Dem. People's Rep.",PRK,2011-01-01,,East Asia & Pacific,Low income
Portugal,PRT,2011-01-01,245426767676.002,Europe & Central Asia,High income
Paraguay,PRY,2011-01-01,33756238766.5,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2011-01-01,11186100000.0,Middle East & North Africa,Lower middle income
Pacific island small states,PSS,2011-01-01,7755256810.74005,,
Post-demographic dividend,PST,2011-01-01,45955120149307.2,,
French Polynesia,PYF,2011-01-01,6203940036.91982,East Asia & Pacific,High income
Qatar,QAT,2011-01-01,167775268626.374,Middle East & North Africa,High income
Romania,ROU,2011-01-01,192623977894.173,Europe & Central Asia,High income
Russian Federation,RUS,2011-01-01,2045922753398.04,Europe & Central Asia,High income
Rwanda,RWA,2011-01-01,6884913658.10632,Sub-Saharan Africa,Low income
South Asia,SAS,2011-01-01,2294130226834.82,,
Saudi Arabia,SAU,2011-01-01,676634666666.667,Middle East & North Africa,High income
Sudan,SDN,2011-01-01,55018567210.5263,Sub-Saharan Africa,Low income
